Id,SalePrice
1838,148680.0
1839,79380.0
1840,163700.0
1841,138500.0
1842,102400.0
1843,143850.0
1844,143125.0
1845,145877.4
1846,166040.0
1847,154297.4
1848,62561.1
1849,123936.0
1850,136987.5
1851,126250.0
1852,125310.0
1853,117919.0
1854,174860.0
1855,135929.3
1856,225100.0
1857,153050.0
1858,132759.3
1859,118925.48666666666
1860,151784.8
1861,118925.48666666666
1862,256827.9
1863,263594.9
1864,263594.9
1865,295763.2
1866,358708.8
1867,236737.7
1868,290386.1
1869,185839.1
1870,200683.0
1871,236730.0
1872,166830.0
1873,235918.0
1874,132312.5
1875,207010.0
1876,202300.0
1877,196770.0
1878,226710.0
1879,125000.0
1880,136002.0
1881,230940.0
1882,264480.0
1883,194080.0
1884,206660.0
1885,254497.6
1886,288330.0
1887,171764.0
1888,255803.6
1889,167396.4
1890,115870.0
1891,142266.6666666667
1892,105900.0
1893,151750.0
1894,139250.0
1895,151540.0
1896,126580.0
1897,121350.0
1898,114790.4
1899,140382.3
1900,123730.0
1901,150150.0
1902,145860.0
1903,210537.9
1904,145612.5
1905,175780.0
1906,150600.0
1907,225390.0
1908,124267.63333333335
1909,139413.3
1910,139413.3
1911,166300.0
1912,213275.9
1913,153700.0
1914,93180.0
1915,272606.1
1916,79635.0
1917,263875.0
1918,134020.0
1919,159525.0
1920,166900.0
1921,433200.9
1922,319900.0
1923,197500.0
1924,240468.0
1925,245019.3
1926,365024.5
1927,132400.0
1928,159430.0
1929,112480.0
1930,103250.0
1931,132870.0
1932,127690.0
1933,153400.0
1934,181930.0
1935,176100.0
1936,181150.0
1937,210700.0
1938,156770.0
1939,287450.0
1940,213665.0
1941,172050.0
1942,201215.0
1943,212500.0
1944,324060.0
1945,378685.8
1946,196990.0
1947,322448.8
1948,197380.0
1949,248220.0
1950,176970.0
1951,238231.0
1952,261277.2
1953,154800.0
1954,214450.0
1955,144780.0
1956,283987.7
1957,178055.0
1958,294991.9
1959,155000.0
1960,120251.6
1961,124380.0
1962,96045.76190476191
1963,98464.16666666667
1964,114212.5
1965,147137.5
1966,154300.0
1967,251155.6
1968,336853.6
1969,378194.6
1970,442275.7
1971,447343.3
1972,357745.4
1973,272133.5
1974,285700.0
1975,400958.7
1976,245170.0
1977,348192.4
1978,417494.4
1979,380295.6
1980,200302.7
1981,353224.5
1982,213300.0
1983,213300.0
1984,162100.0
1985,194066.8
1986,191071.8
1987,162174.0
1988,172970.0
1989,200325.0
1990,212417.8
1991,201381.5
1992,213879.9
1993,174084.0
1994,220836.6
1995,184460.0
1996,246900.0
1997,347350.0
1998,360309.3
1999,256700.0
2000,306700.0
2001,259037.0
2002,234670.0
2003,256062.8
2004,224250.0
2005,239720.0
2006,214382.4
2007,264397.7
2008,187125.0
2009,176515.0
2010,196500.0
2011,143500.0
2012,151090.0
2013,174719.0
2014,180650.0
2015,193980.0
2016,195075.0
2017,208860.0
2018,127270.0
2019,122280.0
2020,127117.6
2021,120175.0
2022,183060.0
2023,149850.0
2024,216500.0
2025,322806.1
2026,186112.0
2027,141560.9
2028,156982.9
2029,157892.5
2030,277346.1
2031,244714.3
2032,309363.2
2033,262750.0
2034,159542.1
2035,205317.5
2036,190156.1
2037,190006.1
2038,304696.3
2039,216090.0
2040,471654.9
2041,284170.0
2042,206590.0
2043,176640.0
2044,202350.0
2045,233600.0
2046,142431.0
2047,153940.0
2048,125340.0
2049,135501.5
2050,197050.0
2051,104000.0
2052,156000.0
2053,141400.0
2054,68830.0
2055,159690.0
2056,131550.0
2057,127510.0
2058,229700.0
2059,149670.0
2060,147530.0
2061,200870.0
2062,142295.0
2063,118840.0
2064,145060.0
2065,140235.0
2066,208450.0
2067,134860.0
2068,140701.0
2069,99070.0
2070,104890.0
2071,69490.0
2072,160790.0
2073,143990.0
2074,174641.5
2075,143542.5
2076,126520.0
2077,146385.0
2078,125200.0
2079,135130.0
2080,124990.0
2081,130280.0
2082,138840.0
2083,156193.4
2084,124010.0
2085,142600.0
2086,95300.0
2087,135690.0
2088,127810.0
2089,96200.0
2090,130850.0
2091,122600.0
2092,129590.0
2093,151630.0
2094,132628.0
2095,171920.0
2096,97535.0
2097,87290.0
2098,153540.0
2099,58424.4
2100,131760.0
2101,151566.3
2102,148120.0
2103,97835.0
2104,144040.0
2105,117400.0
2106,87150.0
2107,266490.7
2108,131562.5
2109,112837.1
2110,116140.0
2111,172195.0
2112,142065.0
2113,96750.0
2114,105900.4
2115,138750.0
2116,128175.0
2117,130595.0
2118,116675.0
2119,119398.0
2120,102890.0
2121,105991.6
2122,94280.0
2123,100470.0
2124,205090.0
2125,134060.0
2126,172000.0
2127,176229.0
2128,137565.2
2129,93545.0
2130,154150.0
2131,210429.0
2132,135790.0
2133,140990.0
2134,116690.0
2135,103355.0
2136,103060.0
2137,133960.0
2138,138120.0
2139,153855.0
2140,131152.5
2141,139175.0
2142,141525.0
2143,144490.0
2144,121150.0
2145,126165.0
2146,153335.0
2147,143400.0
2148,102859.3
2149,133340.0
2150,242607.0
2151,115350.0
2152,172860.0
2153,146430.0
2154,109950.0
2155,123000.0
2156,245897.0
2157,216257.0
2158,218350.0
2159,216200.0
2160,166694.0
2161,277421.6
2162,472295.5
2163,333605.8
2164,252767.7
2165,187850.0
2166,143052.5
2167,171764.0
2168,200490.0
2169,190320.0
2170,217628.0
2171,142240.0
2172,142600.0
2173,153310.0
2174,255048.6
2175,333098.6
2176,260788.9
2177,244578.6
2178,204430.0
2179,146812.49999999997
2180,163130.5
2181,187840.0
2182,226620.0
2183,193547.6
2184,141607.5
2185,123740.0
2186,128957.5
2187,145680.0
2188,152076.4
2189,184240.3
2190,82800.0
2191,86350.0
2192,87700.0
2193,100830.0
2194,95600.0
2195,112579.2
2196,104025.0
2197,116140.6
2198,166655.0
2199,166590.0
2200,126200.0
2201,139713.3
2202,191385.0
2203,175660.0
2204,152450.0
2205,117415.0
2206,144500.0
2207,198540.0
2208,224650.0
2209,166470.0
2210,126359.3
2211,122200.0
2212,117290.0
2213,106100.0
2214,129240.0
2215,99535.0
2216,148220.0
2217,61171.1
2218,95890.0
2219,82340.0
2220,95340.0
2221,272606.1
2222,223080.0
2223,266618.6
2224,215480.0
2225,126536.4
2226,146250.0
2227,215783.6
2228,243620.0
2229,193920.0
2230,150946.4
2231,181032.8
2232,191235.0
2233,155100.0
2234,333630.0
2235,188190.0
2236,276026.1
2237,343919.3
2238,193189.1
2239,117950.0
2240,140120.0
2241,149475.9
2242,133400.0
2243,115543.4
2244,75440.0
2245,78790.0
2246,159380.0
2247,90630.0
2248,128000.0
2249,125115.0
2250,145080.0
2251,152347.4
2252,187500.0
2253,155500.0
2254,168330.0
2255,189400.0
2256,186840.0
2257,213250.0
2258,170480.0
2259,184450.0
2260,162200.0
2261,206590.0
2262,217775.0
2263,317730.0
2264,515340.6
2265,144790.0
2266,275840.0
2267,308923.7
2268,400981.1
2269,164448.0
2270,170292.0
2271,243012.8
2272,203360.0
2273,160050.0
2274,159580.0
2275,217850.0
2276,186640.0
2277,197419.0
2278,160390.0
2279,117200.0
2280,111100.0
2281,177460.0
2282,153929.0
2283,95600.0
2284,109350.0
2285,145550.0
2286,124400.0
2287,328043.9
2288,293603.0
2289,328942.0
2290,420584.4
2291,311921.3
2292,420786.1
2293,441994.4
2294,489604.2
2295,498334.2
2296,319942.8
2297,251943.5
2298,325843.9
2299,450829.3
2300,328851.9
2301,243260.0
2302,226732.8
2303,280437.7
2304,253198.8
2305,180750.0
2306,180750.0
2307,184026.5
2308,214600.0
2309,275200.0
2310,223250.0
2311,178459.1
2312,178825.5
2313,174630.0
2314,167267.0
2315,170654.0
2316,180255.0
2317,156590.0
2318,171220.0
2319,184854.0
2320,181437.9
2321,245608.3
2322,174687.0
2323,180710.0
2324,163910.2
2325,225650.0
2326,163260.0
2327,205860.0
2328,212750.0
2329,168900.0
2330,179600.0
2331,343092.4
2332,425213.4
2333,325908.7
2334,257115.0
2335,265940.0
2336,318964.5
2337,190970.0
2338,245192.8
2339,243253.2
2340,370089.4
2341,213367.0
2342,236300.0
2343,229250.0
2344,227409.8
2345,253168.4
2346,214332.4
2347,188553.0
2348,222855.6
2349,149415.0
2350,231760.0
2351,264108.0
2352,292373.0
2353,223875.0
2354,139870.0
2355,159485.0
2356,143562.5
2357,203395.0
2358,200315.0
2359,115940.0
2360,110975.0
2361,133845.0
2362,289494.9
2363,134200.0
2364,140030.0
2365,208050.0
2366,180290.0
2367,265530.5
2368,202380.5
2369,223350.0
2370,158367.5
2371,157492.5
2372,197273.4
2373,263140.0
2374,301539.6
2375,249210.0
2376,236318.4
2377,338865.7
2378,145990.0
2379,208970.0
2380,140350.0
2381,164050.0
2382,178723.5
2383,216357.0
2384,226550.0
2385,153490.0
2386,138990.0
2387,129570.0
2388,100255.0
2389,135321.0
2390,145850.0
2391,127200.0
2392,120100.0
2393,174409.0
2394,149100.0
2395,214880.0
2396,148740.0
2397,211290.0
2398,147350.0
2399,56652.2
2400,65290.0
2401,113850.0
2402,140797.5
2403,175690.5
2404,135750.0
2405,173190.0
2406,125800.0
2407,131720.0
2408,139200.0
2409,133100.0
2410,192587.2
2411,125025.0
2412,149300.0
2413,147990.0
2414,118488.3
2415,136081.0
2416,142030.0
2417,133990.0
2418,120400.0
2419,141600.0
2420,121100.0
2421,142717.5
2422,128800.0
2423,117915.0
2424,146650.0
2425,179850.0
2426,125981.8
2427,139000.0
2428,164773.5
2429,119300.0
2430,129145.0
2431,122490.0
2432,132330.0
2433,146665.0
2434,144960.0
2435,134400.0
2436,106960.0
2437,122675.0
2438,127151.3
2439,123740.0
2440,141223.3
2441,106563.0
2442,109463.0
2443,124000.0
2444,127790.0
2445,82760.0
2446,114140.0
2447,196900.0
2448,137450.0
2449,122065.0
2450,167500.0
2451,121260.4
2452,211240.0
2453,90330.0
2454,106575.0
2455,107390.0
2456,141383.4
2457,113890.0
2458,108090.4
2459,110900.0
2460,173330.0
2461,120025.0
2462,121935.0
2463,130740.0
2464,191518.6
2465,138630.0
2466,129970.0
2467,160570.0
2468,84530.0
2469,125825.0
2470,219097.0
2471,201750.0
2472,236577.0
2473,99307.1
2474,119480.0
2475,238310.0
2476,109060.4
2477,133710.0
2478,151800.0
2479,118675.0
2480,144830.0
2481,133450.0
2482,127420.0
2483,118190.0
2484,126986.0
2485,114688.3
2486,157580.0
2487,180800.0
2488,139360.0
2489,160400.0
2490,149660.0
2491,100020.0
2492,185550.0
2493,124599.3
2494,177450.0
2495,107293.2
2496,237675.0
2497,141000.0
2498,116338.0
2499,89180.0
2500,117919.0
2501,96650.0
2502,141723.4
2503,115640.6
2504,232850.0
2505,208150.0
2506,281832.9
2507,325783.4
2508,263748.7
2509,218840.0
2510,229215.6
2511,182440.3
2512,205810.0
2513,207650.0
2514,183870.0
2515,147880.0
2516,140263.3
2517,112736.6
2518,138120.0
2519,220040.0
2520,204191.0
2521,191590.0
2522,217600.0
2523,140635.0
2524,136700.0
2525,143450.0
2526,138000.0
2527,125850.0
2528,141830.0
2529,128970.0
2530,84920.0
2531,237512.8
2532,216879.9
2533,199115.0
2534,265360.0
2535,306930.0
2536,248150.0
2537,221641.2
2538,190750.0
2539,170219.0
2540,165098.0
2541,193580.0
2542,156000.0
2543,125420.0
2544,143090.0
2545,152475.0
2546,164243.2
2547,134305.0
2548,136022.3
2549,123440.0
2550,344375.0
2551,142266.6666666667
2552,126775.0
2553,86350.0
2554,148000.0
2555,120270.0
2556,84840.0
2557,114660.0
2558,171650.0
2559,147933.7
2560,118740.0
2561,120355.0
2562,119960.0
2563,138900.0
2564,170645.0
2565,117580.0
2566,131935.0
2567,143740.0
2568,199490.0
2569,190980.0
2570,126359.3
2571,158503.2
2572,182700.0
2573,251190.0
2574,279469.6
2575,145692.3
2576,130850.0
2577,163240.0
2578,112065.0
2579,81100.0
2580,154390.0
2581,140065.0
2582,110340.0
2583,267562.2
2584,156840.0
2585,151640.0
2586,142793.0
2587,200090.0
2588,151239.0
2589,138600.0
2590,216990.0
2591,227197.0
2592,236522.8
2593,247095.6
2594,190225.0
2595,197327.9
2596,346991.9
2597,183995.0
2598,252433.6
2599,362767.2
2600,155501.4
2601,149360.0
2602,83650.0
2603,80140.0
2604,86550.0
2605,84200.0
2606,144600.0
2607,155150.0
2608,178500.0
2609,151138.0
2610,115780.0
2611,189040.0
2612,149240.0
2613,129390.0
2614,125540.0
2615,163649.0
2616,130600.0
2617,162950.0
2618,188940.0
2619,234276.5
2620,185530.0
2621,179520.0
2622,193986.0
2623,291055.0
2624,252917.1
2625,335187.4
2626,166820.0
2627,199850.0
2628,421361.3
2629,466347.1
2630,343135.6
2631,442961.6
2632,426873.4
2633,322448.8
2634,347592.6
2635,140120.0
2636,235390.9
2637,175230.0
2638,248160.0
2639,173840.0
2640,151690.0
2641,108990.0
2642,164105.0
2643,132832.6
2644,125490.0
2645,98464.16666666667
2646,96045.76190476191
2647,98720.0
2648,136056.6666666667
2649,139140.0
2650,145550.0
2651,146916.66666666666
2652,387985.4
2653,282080.4
2654,281140.7
2655,356938.0
2656,336734.3
2657,327696.1
2658,261140.0
2659,301592.6
2660,325022.4
2661,336188.9
2662,339526.3
2663,291641.0
2664,277200.0
2665,334938.2
2666,278680.0
2667,172556.0
2668,192066.0
2669,160350.0
2670,293563.9
2671,196234.0
2672,191028.0
2673,212779.8
2674,216404.8
2675,164794.0
2676,186550.0
2677,203317.8
2678,233109.9
2679,281265.0
2680,264550.0
2681,426390.4
2682,351306.9
2683,540583.3
2684,308000.0
2685,334307.5
2686,272140.0
2687,271993.7
2688,238443.2
2689,207211.4
2690,423618.1
2691,190245.0
2692,133100.0
2693,178095.6
2694,135070.0
2695,205910.0
2696,193250.0
2697,198000.0
2698,198700.0
2699,180190.0
2700,179580.0
2701,145999.3
2702,139290.0
2703,150331.1
2704,143433.7
2705,126995.0
2706,128000.0
2707,130236.0
2708,131340.0
2709,106440.0
2710,123650.0
2711,324750.0
2712,402112.3
2713,168294.0
2714,150038.8
2715,173600.0
2716,156230.0
2717,167640.0
2718,269961.5
2719,146785.9
2720,183244.5
2721,144460.0
2722,163690.0
2723,139975.0
2724,124700.0
2725,135700.0
2726,136050.0
2727,143750.0
2728,185610.0
2729,151929.0
2730,149860.0
2731,122430.0
2732,129865.0
2733,163090.0
2734,155340.0
2735,135190.0
2736,148738.7
2737,127275.0
2738,144081.0
2739,151600.0
2740,133100.0
2741,147790.0
2742,157599.0
2743,146590.0
2744,150200.0
2745,128940.0
2746,134512.5
2747,163643.2
2748,117840.0
2749,128112.5
2750,139330.0
2751,129880.0
2752,259317.5
2753,147590.0
2754,171860.0
2755,141963.3
2756,79730.0
2757,71080.0
2758,80100.0
2759,169050.0
2760,132940.0
2761,145412.5
2762,154630.0
2763,196100.0
2764,176330.0
2765,265455.8
2766,124190.0
2767,94385.0
2768,141000.0
2769,131667.5
2770,167210.0
2771,132650.0
2772,111800.0
2773,164014.0
2774,135990.0
2775,135700.9
2776,169040.0
2777,163776.5
2778,125298.16666666667
2779,127350.0
2780,126880.0
2781,112825.0
2782,80770.0
2783,80000.0
2784,140790.0
2785,141240.0
2786,67331.1
2787,123120.0
2788,63890.0
2789,246708.5
2790,100177.5
2791,139092.5
2792,96840.0
2793,158325.0
2794,86400.0
2795,112465.0
2796,117040.0
2797,228300.0
2798,132730.0
2799,120280.0
2800,98800.0
2801,116730.0
2802,131888.7
2803,149270.5
2804,137693.2
2805,99610.0
2806,110125.0
2807,144040.0
2808,141240.0
2809,142270.0
2810,145350.0
2811,160700.0
2812,140496.0
2813,140620.5
2814,141830.0
2815,122430.0
2816,271033.7
2817,148345.0
2818,128140.0
2819,151024.1666666667
2820,115372.1
2821,109850.0
2822,223119.5
2823,243197.0
2824,150200.5
2825,135367.5
2826,128950.0
2827,138670.0
2828,226300.0
2829,157240.5
2830,259130.0
2831,190670.0
2832,201390.0
2833,249630.0
2834,215190.0
2835,212850.0
2836,186880.0
2837,157590.0
2838,144970.9
2839,177670.0
2840,185239.0
2841,204255.0
2842,206130.0
2843,122432.5
2844,155020.0
2845,121530.0
2846,201080.0
2847,196946.0
2848,221898.9
2849,210200.0
2850,256590.0
2851,253500.0
2852,250311.7
2853,236851.5
2854,145965.0
2855,169433.4
2856,217867.8
2857,192430.0
2858,185305.0
2859,114790.0
2860,127060.0
2861,153060.0
2862,176640.0
2863,121045.0
2864,250756.0
2865,142266.6666666667
2866,133000.0
2867,80430.0
2868,148190.0
2869,129340.0
2870,138028.2
2871,121367.6
2872,63700.0
2873,111250.0
2874,142090.0
2875,110320.4
2876,137970.0
2877,133743.4
2878,174055.0
2879,135590.0
2880,121150.0
2881,120425.0
2882,154240.0
2883,189245.0
2884,180640.0
2885,198547.0
2886,181590.0
2887,121465.0
2888,144056.63333333336
2889,77180.0
2890,83700.0
2891,137735.0
2892,77680.0
2893,123440.0
2894,79060.0
2895,263550.0
2896,276456.1
2897,213390.0
2898,166100.0
2899,238737.7
2900,162480.0
2901,216140.0
2902,171199.0
2903,298171.9
2904,359921.2
2905,128986.4
2906,197143.6
2907,111575.0
2908,123878.3
2909,135841.0
2910,78900.0
2911,83650.0
2912,148965.0
2913,84700.0
2914,87600.0
2915,86800.0
2916,84200.0
2917,175980.0
2918,108600.0
2919,247119.7
